Tweet,Sentiment
"@mwbafc Whats wrong with modern football is the fact clubs like you have killed the magic of the FA cup. 

8,000 a https://t.co/yAkteTyIUX",negative
Analysis - Developing football in the Arab world requires investment and patience to stop talent leaving for Europ https://t.co/oIruLXLGTS,neutral
"Marca (Spain) 20-03-2019 

 Laliga Santander - Barcelona: Jordi Alba: Pique has his reasons for playing with the Ca https://t.co/O9nYFtMgmI",neutral
Olivier Giroud Is Frustrated By Lack Of Chelsea Game Time https://t.co/8ZNEYROLgD via @Latest football news in Nigeria,neutral
@talkSPORTDrive @premierleague If they can do it in rugby why not football ref links in stadiums and so fans on tv https://t.co/VYeMjQqzVk,negative
"Patrick Mahomes Becomes First Football Player To Sign With Oakley
https://t.co/cDPo8oEZw2... https://t.co/184MDJiDeW",neutral
"@LUSCExec, Coventry City are just weeks away from being homeless and need the support of the whole football family. https://t.co/mhKDzD2H8w",neutral
Things are looking up  Plenty of Leeds United fans were all wrong about this high-profile 2014 arrival - Footbal https://t.co/GbUJ4Z9TYX,neutral
"Did you enjoy the new episode on Park &amp; Urban Sport feat. @ukwallball
@OurParksUK &amp; @LastManStands?

Find out more https://t.co/wzorFgvISa",neutral
This ban is so weak it's an embarrassment. A football fan got banned for 4 years and fined 500 for throwing a bana https://t.co/KbStvUVAxL,negative
Lmfaoooooooooooo  international football 2000 demo https://t.co/NGphnOwXMV,neutral
"@CanariesChat, Coventry City are just weeks away from being homeless and need the support of the whole football fam https://t.co/Nh7KLTOoAg",neutral
"This weeks column: Trent Alexander-Arnold is set to sign a boot deal worth 1.6m per year, making him one of Engla https://t.co/Gb1ClyP1J9",positive
@bmstores @JohnstonesUK My football daughter desperately needs it. She is such a tomboy,negative
@VirginRed showing their @EverydaySexism by referring to THE England national team. Its as if only men play footba https://t.co/cNAYeLTsVj,neutral
"@spongeworthy2 My response to Beto is exactly as it is for HRC, or Cruz, or Romney.
""Geez this is some lazy ass pan https://t.co/EhKQDy46Wt",negative
@1AccountRhodes @NBCSRedskins You are so right.  That's the reason I say Tua to Saints. To me it's plug and play. T https://t.co/AKiDka4nKf,negative
Derry sit on top with six wins from six... https://t.co/ltyylGjaHi,neutral
"Every time I come online, this one is always talking about football. 

AL FRIGGING WAYS.

",positive
"Whites reprieve. @OfficialBWFC given two-week adjournment #BWFC #BoltonWanderers #EFL

https://t.co/S0pA0VCZTD
 https://t.co/IVzjWuVBI6",neutral
" An outstanding day of football has seen our boys finish 2nd overall in todays competition, many thanks to https://t.co/7nZSajiSWk",positive
Football Recruiting Advice for Today: Your only limit is your mind. Dont let your mind fool you in what you are https://t.co/XCW1Uut3pM,negative
The improvement in this one in his football in a year  best defender around  https://t.co/3smQUm6M9y,positive
"Genuinely wonder if people like this genuinely watch football or just spout shit for the sake of it, ederson is lev https://t.co/xu7LtSpZCD",negative
@LockedOnChiefs @TerezPaylor @CharlesRobinson Cold blooded?? He played what...8 QUARTERS of football the past 2 seasons?,neutral
"True story: my senior year of high school, I was actually offered a college football scholarship despite the fact t https://t.co/qC48y1jgUi",neutral
"I remember telling my brother I want to start watching football and the first thing he said was ""who is he""?.",positive
@jamesy510 @zeke52700394 @PrairieFB @SOU_Football @MonTechFootball YL you in the back trying to see if AJ is in or?,neutral
"@WYP_OwenWest @Detroit67Book Football fans, on top of that, need to realise that the man in front of them does not https://t.co/BZ3RBBBQJ0",neutral
Everybody knows football isn't a matter of life and death - it's more important than that: https://t.co/igy7sM81Nu,neutral
@JoshPrxv I was already in love with football when i watched them.,positive
"@footballitalia As much as I hate Rubentus, he's right. #UEFA &amp; #FIFA should concern &amp; focus more on racism &amp; hooli https://t.co/UCLm4imt3o",negative
Bit of tag rugby and football earlier in Crocaigh Park. #yescentre #clondalkin https://t.co/eGK4T93H9r,neutral
"Football is football. A 40-yard dash is a 40-yard, Mack Wilson said. I feel like theres a part of football that https://t.co/YcwowyMuiq",neutral
"Golf day coming up on Thursday, the 11th of April at the Clovelly Country Club! Sign up a four-ball to participate https://t.co/pcdChK4QHc",neutral
BBC Sport - Sophie Jones: Sheffield United Women forward banned for racial abuse https://t.co/tVnVMjFNnI: how will the BBC cover *this*?,neutral
Install the 3-4 Defense System for a simple approach to defending complex offeneses - check out this episode of The https://t.co/7FPaN7KcU9,negative
But its a reminder that business dealings and regulatory dealings that affect an enabling system for your football https://t.co/sAfAmGIJAu,neutral
The Guardian: Mike Watterson obituary https://t.co/MM3Y2sTlFr #dcfc #rams https://t.co/6wbmcdQqaL,neutral
Breaking News: Athens Drive offensive coordinator Ben Goudeau named first football coach at Green Level https://t.co/rlH5LeqKgn,neutral
"Legend 
https://t.co/1RuWTRFKWw",neutral
@SportsDirect_CS Absolutely disgusted that i had to pay 5 delivery so you can price match 2 football kits that wer https://t.co/IWjasHIZtI,negative
Official Site: Josh Martin signs for Norwich City https://t.co/B7Tbeb15q0 #ncfc #canaries https://t.co/zF96XlUYcg,neutral
"'I know that I will only play in the Europa League'

Olivier Giroud casts doubt over Chelsea future as striker admi https://t.co/zg3v7Hjp1q",neutral
"@BrentfordFCChat, Coventry City are just weeks away from being homeless and need the support of the whole football https://t.co/iNLFiH2mUB",neutral
@blakeslun Bro come on these were the bomb after Mr. Peacocks football camp in elementary school,neutral
"Barclays sign mammoth multi-million sponsorship deal for the WSL!

#barclays #womenssuperleague #football https://t.co/8K6YqiRlWK",neutral
Ole Miss Cornerback Keidron Smith Now Year Older And Year Wiser 'Out On The Island' https://t.co/nXljLxUJHV via https://t.co/yxeSamYnWT,neutral
"Declan Rice could be a perfect signing for Spurs says @RobGuesty 

https://t.co/RjwgVBBejx by @Spurs_fl",neutral
Sadio Mane to Real Madrid: Balague provides definitive transfer update on Liverpool star - Express https://t.co/WYGm4XEnB3,neutral
Spain U19 vs Slovenia U19 Football  [HIRES] Stream on any Device - 20-Mar - Europe (UEFA) U19 Championship https://t.co/rW2nXWHlKi,neutral
Spain U19 vs Slovenia U19 Football[VIP] Stream on any Device - 20-Mar - Europe (UEFA) U19 Championship https://t.co/pc7iLzzkDt,neutral
"The AAC's new TV deal has a ton of positives for the conference. Let @MattSBN
break it all down for you: https://t.co/r1v3UNZJnj",neutral
"After a disappointing UEFA National League campaign, Ireland will be looking to make amends when they head to Victo https://t.co/npZd5ECeke",negative
Al Qadsia vs Al Fahaheel Football  [HIRES] Stream on any Device - 20-Mar - Kuwait Federation Cup https://t.co/ZztNQBvUC9,neutral
"There is some hope for Bolton Wanderers 

https://t.co/JYpZR0W7cQ",neutral
"@TheJacksForum, Coventry City are just weeks away from being homeless and need the support of the whole football fa https://t.co/qD7OYRa6xx",neutral
It never fails to amaze me how 'old school' (a code phrase for authoritarian) is so lauded in English football coac https://t.co/C4S7YTjktw,neutral
all this jibber jabber on malay muslim rights but he was the one who misappropriated mara funds to sponsor a footba https://t.co/9b03oG9Pux,neutral
@mere_pittman I got chills for football while watching this.,positive
"@BlackburnForum, Coventry City are just weeks away from being homeless and need the support of the whole football f https://t.co/kq2qZT8CPi",neutral
"She pulled an Amara La Negra and dumped me as a friend during the football season, but we back now. Aint that right ugly @Mags_1597?",negative
@iamvictor__ Football and bae was asst head girl,neutral
Im reaching out to any local businesses who are looking to give back to their community. As the Head Football Coac https://t.co/U9Lz4hdBsT,neutral
@Lord_Sugar @piersmorgan I think they call that the womens football team,neutral
"@roversfansforum, Coventry City are just weeks away from being homeless and need the support of the whole football https://t.co/sKYLuYenyo",neutral
Baylor fans have every reason to trust what Matt Rhule is saying about this football program. He's been upfront and https://t.co/DHcs43CgAW,neutral
"Busy day today. Press conference with @NIUCoachHammock ahead of @NIU_Football spring practice Saturday.

Then (mayb https://t.co/oFDRkVf1vn",neutral
"Unleash the power within. Pre-order your favourite football team kit now!
#FISSKA
#FISSKAFC
#FISSKAalternatekit https://t.co/V5iBj6zVpI",positive
When you keep losing to that Catholic school in football https://t.co/D189uFcf61,neutral
@jamesallcott Any kid that brings a sign to the football asking for a players shirt should be bannned from the stadium,neutral
I am hanging out on @RUscarletnation today for a VIP recruiting Q&amp;A ... @BobbyDeren @ShawnB_247 https://t.co/BKsK5PL78Z,neutral
"Is this fantasy football startup at demo day named after Elizabeth Holmes dog? Scrappy, I like it https://t.co/pjhJrdblD3",neutral
"@luqizilla @ericat_lol @RiotValarin @FeoFelix @CtrlAltDella @leonelcaldela @flaviagasi @LoLegendsBR HEY TEM SKYRIM, https://t.co/hHLGlFK0Q7",neutral
Our Womens Football Academy enjoyed a Futsal Match this afternoon winning all 3 games  https://t.co/uHWsqyAOJc,positive
@miliohomei101 Cant do that either fam,negative
@WhallopAOTS @chrislepkowski @TinSoldier1 Players wearing Unearned fancy football boots.,neutral
MEN'S FOOTBALL: HALF TIME: It's 4-0 here at the football - Teesside cruising so far!2nd half coming up live on TU X https://t.co/ql2rMmg3kO,positive
"Rams' defense remains under construction With the departure of Ndamukong Suh seemingly inevitable, the Rams must fi https://t.co/vHSOuOhz28",neutral
This is fantastic news. Great momentum recently for profile raising and investment in Womens Football. https://t.co/8yDfXM231z,positive
I spend a lot of my retired life moaning! Then I go on twitter and see all the younger guys and gals moaning about https://t.co/fl5CtYp5XA,neutral
"@SCFCSC, Coventry City are just weeks away from being homeless and need the support of the whole football family. P https://t.co/m6oG0UyFlY",neutral
I cannot express how excited I am for football tournaments in the summer eating a cheeseburger between games? Yes plsssss,positive
@mkodo ready for this NOW! Conference room 1 Betting on Football - We're discussing how sports betting fits into th https://t.co/ztm5GpEX7f,neutral
"@aafexpress Mike Singletary, the worst coach in the history of coaching, and little Johnny who is bad at football. Great combination.",negative
"@BristolRoversSC, Coventry City are just weeks away from being homeless and need the support of the whole football https://t.co/WxGbqKDcK0",neutral
Good Morning Football debates whether the #49ers should select Quinnen Williams No. 2 overall https://t.co/YF4MIkUxE1,neutral
@JonahTulsNFL He s a bull rusher. And a football player. You dont need to win around the edges to be effective.,neutral
What a season! I just guided Hereford FC to 2nd place in The Prem https://t.co/O6WNW6DCRT [Pro Edition],neutral
"@DCFCSC, Coventry City are just weeks away from being homeless and need the support of the whole football family. P https://t.co/hemMQ10udM",neutral
Sophie Jones: Sheffield United Women forward banned for racial abuse - https://t.co/JbvwZI5z7N,neutral
Football Development Officer @SarahNickless couldnt find any cones but Referee Development Officer Matt went looki https://t.co/1Ov1BiWJPW,neutral
@officialmcafee It's been a week mate...,neutral
@aafexpress We want Johnny football,neutral
@bateson87 The fact you have to put a lot of money into the game mode or have no life and play it 24/7 to get a goo https://t.co/zmtF19xzlS,negative
"@UnitedEthan @oladalot @utdjamess Football exists for longer than the current season. 

Hope this helps",positive
"We all want the same thing: to see the Eagles succeed.

There are just different ways that we all convey that, and https://t.co/GQFeFQ3for",negative
"Football defense: featuring athletes from @CFColtsSports, Clinton, @BrittFootball, @thereal71sports, Douglas Byrd, https://t.co/9mF7v4eDHK",neutral
"Football offense: featuring athletes from @TrinityGuidance, @Pinecrestpats, Gray's Creek, @FTSATHLETICS, https://t.co/SkKju22TND",neutral
Transfer gossip: Bayern fear missing out on Hudson-Odoi  report https://t.co/eZ99V2FXPl via @NewsNowUK,neutral
"Is Dave Gettleman the right man to fix the Giants? New York's GM has had a bumpy 15 months, and nervous fans can on https://t.co/FvOBR2MjYl",neutral
@Julio_Football Im going to start being numb to shit,negative
@Devinrios23 Another customer in line at Maverik once told me Id be good at football because I look mean and ugly.,negative
